cycle,phase,time_s,node_id,ux,uy
200,PHASE_DISCHARGE,1800,126,1.950749422182e-36,2.182683976794e-36
200,PHASE_DISCHARGE,1800,127,7.187390340781e-35,9.153754108587e-35
200,PHASE_DISCHARGE,1800,128,2.359928040935e-33,3.418386078463e-33
200,PHASE_DISCHARGE,1800,129,6.902279880184e-32,1.138216179342e-31
200,PHASE_DISCHARGE,1800,130,1.797134387611e-30,3.382935974472e-30
200,PHASE_DISCHARGE,1800,131,4.161731529603e-29,8.983613469405e-29
200,PHASE_DISCHARGE,1800,132,8.560731186968e-28,2.133411303733e-27
200,PHASE_DISCHARGE,1800,133,1.561213781816e-26,4.534273574594e-26
200,PHASE_DISCHARGE,1800,134,2.516960188299e-25,8.631081056890e-25
200,PHASE_DISCHARGE,1800,135,3.571039782286e-24,1.472434883143e-23
200,PHASE_DISCHARGE,1800,136,4.425956447176e-23,2.252600960459e-22
200,PHASE_DISCHARGE,1800,137,4.730136088868e-22,3.092052176504e-21
200,PHASE_DISCHARGE,1800,138,4.249731207105e-21,3.810055234706e-20
200,PHASE_DISCHARGE,1800,139,3.023647918496e-20,4.216109257867e-19
200,PHASE_DISCHARGE,1800,140,1.385622504506e-19,4.191075261138e-18
200,PHASE_DISCHARGE,1800,141,-1.823508362254e-19,3.743414189085e-17
200,PHASE_DISCHARGE,1800,142,-1.277843900545e-17,3.004628871125e-16
200,PHASE_DISCHARGE,1800,143,-1.741676000815e-16,2.167205538176e-15
200,PHASE_DISCHARGE,1800,144,-1.669183333880e-15,1.404607828186e-14
200,PHASE_DISCHARGE,1800,145,-1.295510938391e-14,8.178427466354e-14
200,PHASE_DISCHARGE,1800,146,-8.534084929648e-14,4.276762896097e-13
200,PHASE_DISCHARGE,1800,147,-4.873764031283e-13,2.007807952484e-12
200,PHASE_DISCHARGE,1800,148,-2.440240345114e-12,8.458346918421e-12
200,PHASE_DISCHARGE,1800,149,-1.078152929480e-11,3.195707893347e-11
200,PHASE_DISCHARGE,1800,150,-4.220216634176e-11,1.082178455174e-10
200,PHASE_DISCHARGE,1800,151,-1.467208044313e-10,3.282346468942e-10
200,PHASE_DISCHARGE,1800,152,-4.537973051277e-10,8.910422873622e-10
200,PHASE_DISCHARGE,1800,153,-1.250004739280e-9,2.163133618211e-9
200,PHASE_DISCHARGE,1800,154,-3.068654028442e-9,4.691850130067e-9
200,PHASE_DISCHARGE,1800,155,-6.716943895025e-9,9.083147072517e-9
200,PHASE_DISCHARGE,1800,156,-1.311330625998e-8,1.567652577149e-8
200,PHASE_DISCHARGE,1800,157,-2.283751213722e-8,2.408700054448e-8
200,PHASE_DISCHARGE,1800,158,-3.548341524144e-8,3.289289763436e-8
200,PHASE_DISCHARGE,1800,159,-4.918804688307e-8,3.983663149181e-8
200,PHASE_DISCHARGE,1800,160,-6.083420896953e-8,4.266846321753e-8
200,PHASE_DISCHARGE,1800,161,-6.712262397478e-8,4.026228220629e-8
200,PHASE_DISCHARGE,1800,162,-6.606700983811e-8,3.328253269098e-8
200,PHASE_DISCHARGE,1800,163,-5.800159229514e-8,2.389242746445e-8
200,PHASE_DISCHARGE,1800,164,-4.541100335055e-8,1.467423941017e-8
200,PHASE_DISCHARGE,1800,165,-3.169957348859e-8,7.491177648535e-9
200,PHASE_DISCHARGE,1800,166,-1.972409157320e-8,2.965921176920e-9
200,PHASE_DISCHARGE,1800,167,-1.093556980453e-8,7.019005181182e-10
200,PHASE_DISCHARGE,1800,168,-5.400053685778e-9,-1.266057429285e-10
200,PHASE_DISCHARGE,1800,169,-2.373722717704e-9,-2.703508508551e-10
200,PHASE_DISCHARGE,1800,170,-9.281909039582e-10,-1.938041319653e-10
200,PHASE_DISCHARGE,1800,171,-3.225796273963e-10,-1.000676847659e-10
200,PHASE_DISCHARGE,1800,172,-9.952511554748e-11,-4.188231380320e-11
200,PHASE_DISCHARGE,1800,173,-2.721889612096e-11,-1.481570948028e-11
200,PHASE_DISCHARGE,1800,174,-6.585192934838e-12,-4.517406490569e-12
200,PHASE_DISCHARGE,1800,175,-1.405409278977e-12,-1.200025451033e-12
200,PHASE_DISCHARGE,1800,176,-2.635182721998e-13,-2.795289815131e-13
200,PHASE_DISCHARGE,1800,177,-4.314462435696e-14,-5.733056707428e-14
200,PHASE_DISCHARGE,1800,178,-6.107244576497e-15,-1.038129588006e-14
200,PHASE_DISCHARGE,1800,179,-7.343979900898e-16,-1.662705504584e-15
200,PHASE_DISCHARGE,1800,180,-7.237081688599e-17,-2.358301123547e-16
200,PHASE_DISCHARGE,1800,181,-5.316916119113e-18,-2.964303560101e-17
200,PHASE_DISCHARGE,1800,182,-1.830533081114e-19,-3.303242248654e-18
200,PHASE_DISCHARGE,1800,183,2.231548140289e-20,-3.263324544805e-19
200,PHASE_DISCHARGE,1800,184,5.585627235988e-21,-2.857222694859e-20
200,PHASE_DISCHARGE,1800,185,7.307084260012e-22,-2.215609268789e-21
200,PHASE_DISCHARGE,1800,186,7.236640140402e-23,-1.519896455736e-22
200,PHASE_DISCHARGE,1800,187,5.901989062880e-24,-9.207798123338e-24
200,PHASE_DISCHARGE,1800,188,4.097181840777e-25,-4.913616085327e-25
200,PHASE_DISCHARGE,1800,189,2.461040265847e-26,-2.300763433742e-26
200,PHASE_DISCHARGE,1800,190,1.291033253779e-27,-9.396444082022e-28
200,PHASE_DISCHARGE,1800,191,5.948921771682e-29,-3.314362266828e-29
200,PHASE_DISCHARGE,1800,192,2.416893758464e-30,-9.920088267232e-31
200,PHASE_DISCHARGE,1800,193,8.679809481885e-32,-2.429367880366e-32
200,PHASE_DISCHARGE,1800,194,2.760407798051e-33,-4.419197959953e-34
200,PHASE_DISCHARGE,1800,195,7.783804352659e-35,-3.670585315082e-36
200,PHASE_DISCHARGE,1800,196,1.947794173442e-36,1.207068344376e-37
200,PHASE_DISCHARGE,1800,197,4.327869434893e-38,7.351504418776e-39
200,PHASE_DISCHARGE,1800,198,8.541351731012e-40,2.381998663763e-40
200,PHASE_DISCHARGE,1800,199,1.497437160720e-41,5.860344954670e-42
200,PHASE_DISCHARGE,1800,200,2.331844676488e-43,1.188852676622e-43
200,PHASE_DISCHARGE,1800,201,3.224389819442e-45,2.054699287456e-45
200,PHASE_DISCHARGE,1800,202,2.120018450866e-43,1.111540121464e-43
200,PHASE_DISCHARGE,1800,203,1.250774723114e-41,7.290869498404e-42
200,PHASE_DISCHARGE,1800,204,6.626296690705e-40,4.243999133646e-40
200,PHASE_DISCHARGE,1800,205,3.154371495496e-38,2.198386558168e-38
200,PHASE_DISCHARGE,1800,206,1.350153413429e-36,1.015631045625e-36
200,PHASE_DISCHARGE,1800,207,5.199062263479e-35,4.192669177233e-35
200,PHASE_DISCHARGE,1800,208,1.801899034303e-33,1.549090331499e-33
200,PHASE_DISCHARGE,1800,209,5.622422253545e-32,5.129954046483e-32
200,PHASE_DISCHARGE,1800,210,1.579594218784e-30,1.524539908518e-30
200,PHASE_DISCHARGE,1800,211,3.995254314557e-29,4.070149638272e-29
200,PHASE_DISCHARGE,1800,212,9.094262295394e-28,9.770161182331e-28
200,PHASE_DISCHARGE,1800,213,1.861914478998e-26,2.110070055861e-26
200,PHASE_DISCHARGE,1800,214,3.425831929299e-25,4.101908862773e-25
200,PHASE_DISCHARGE,1800,215,5.658943381941e-24,7.179003931016e-24
200,PHASE_DISCHARGE,1800,216,8.381548524860e-23,1.131186791024e-22
200,PHASE_DISCHARGE,1800,217,1.111468285742e-21,1.604407454076e-21
200,PHASE_DISCHARGE,1800,218,1.317400507124e-20,2.047624784313e-20
200,PHASE_DISCHARGE,1800,219,1.392931297146e-19,2.350324025722e-19
200,PHASE_DISCHARGE,1800,220,1.310733290723e-18,2.424876394381e-18
200,PHASE_DISCHARGE,1800,221,1.094507921250e-17,2.247244634960e-17
200,PHASE_DISCHARGE,1800,222,8.080309720286e-17,1.869429795087e-16
200,PHASE_DISCHARGE,1800,223,5.247263663948e-16,1.394956736310e-15
200,PHASE_DISCHARGE,1800,224,2.975028527085e-15,9.330461195463e-15
200,PHASE_DISCHARGE,1800,225,1.455140488878e-14,5.590394370743e-14
200,PHASE_DISCHARGE,1800,226,6.009120001840e-14,2.998438536689e-13
200,PHASE_DISCHARGE,1800,227,2.000539694607e-13,1.438757417635e-12
200,PHASE_DISCHARGE,1800,228,4.689165396365e-13,6.172394412310e-12
200,PHASE_DISCHARGE,1800,229,2.565181704356e-13,2.366087827815e-11
200,PHASE_DISCHARGE,1800,230,-4.600147877555e-12,8.099427071935e-11
200,PHASE_DISCHARGE,1800,231,-3.155812528337e-11,2.474283131398e-10
200,PHASE_DISCHARGE,1800,232,-1.362959651664e-10,6.740969734387e-10
200,PHASE_DISCHARGE,1800,233,-4.611366539932e-10,1.636621497877e-9
200,PHASE_DISCHARGE,1800,234,-1.300605848185e-9,3.537977403496e-9
200,PHASE_DISCHARGE,1800,235,-3.140021819767e-9,6.803033558219e-9
200,PHASE_DISCHARGE,1800,236,-6.578767979775e-9,1.162124763607e-8
200,PHASE_DISCHARGE,1800,237,-1.205711541115e-8,1.760863938037e-8
200,PHASE_DISCHARGE,1800,238,-1.942673544203e-8,2.361750912243e-8
200,PHASE_DISCHARGE,1800,239,-2.760855441272e-8,2.796245933474e-8
200,PHASE_DISCHARGE,1800,240,-3.468524928089e-8,2.911062509483e-8
200,PHASE_DISCHARGE,1800,241,-3.858045443632e-8,2.649345856817e-8
200,PHASE_DISCHARGE,1800,242,-3.803280344684e-8,2.088480435246e-8
200,PHASE_DISCHARGE,1800,243,-3.325065931378e-8,1.403353147875e-8
200,PHASE_DISCHARGE,1800,244,-2.578937137392e-8,7.786085404100e-9
200,PHASE_DISCHARGE,1800,245,-1.774628077866e-8,3.294418826056e-9
200,PHASE_DISCHARGE,1800,246,-1.083203664646e-8,7.625378958138e-10
200,PHASE_DISCHARGE,1800,247,-5.861827283181e-9,-2.738679979564e-10
200,PHASE_DISCHARGE,1800,248,-2.810036539031e-9,-4.748138799705e-10
200,PHASE_DISCHARGE,1800,249,-1.191776717000e-9,-3.579790028486e-10
200,PHASE_DISCHARGE,1800,250,-4.463480376793e-10,-1.992211826796e-10
200,PHASE_DISCHARGE,1800,251,-1.472203165756e-10,-9.049992948087e-11
200,PHASE_DISCHARGE,1800,252,-4.259114905713e-11,-3.483648181843e-11
200,PHASE_DISCHARGE,1800,253,-1.074007873416e-11,-1.156897706493e-11
200,PHASE_DISCHARGE,1800,254,-2.336448242720e-12,-3.347679094298e-12
200,PHASE_DISCHARGE,1800,255,-4.304169231163e-13,-8.491367409061e-13
200,PHASE_DISCHARGE,1800,256,-6.458412559486e-14,-1.895129899171e-13
200,PHASE_DISCHARGE,1800,257,-7.099082073741e-15,-3.730667296423e-14
200,PHASE_DISCHARGE,1800,258,-3.162189301376e-16,-6.487671494715e-15
200,PHASE_DISCHARGE,1800,259,8.887389315545e-17,-9.975377258286e-16
200,PHASE_DISCHARGE,1800,260,3.091143626116e-17,-1.356626000346e-16
200,PHASE_DISCHARGE,1800,261,6.073055710047e-18,-1.631634136463e-17
200,PHASE_DISCHARGE,1800,262,9.147822486303e-19,-1.734366913237e-18
200,PHASE_DISCHARGE,1800,263,1.139606291203e-19,-1.627360771260e-19
200,PHASE_DISCHARGE,1800,264,1.210748800836e-20,-1.345204592911e-20
200,PHASE_DISCHARGE,1800,265,1.114169627560e-21,-9.765954017232e-22
200,PHASE_DISCHARGE,1800,266,8.960229018192e-23,-6.196920733453e-23
200,PHASE_DISCHARGE,1800,267,6.332600146475e-24,-3.410387270011e-24
200,PHASE_DISCHARGE,1800,268,3.947771215554e-25,-1.606138326336e-25
200,PHASE_DISCHARGE,1800,269,2.176445129523e-26,-6.308152895186e-27
200,PHASE_DISCHARGE,1800,270,1.063092107684e-27,-1.945586170998e-28
200,PHASE_DISCHARGE,1800,271,4.606899663992e-29,-3.830990982290e-30
200,PHASE_DISCHARGE,1800,272,1.772955726464e-30,2.152868435594e-32
200,PHASE_DISCHARGE,1800,273,6.064085597326e-32,6.355723095548e-33
200,PHASE_DISCHARGE,1800,274,1.844404044175e-33,3.623400593176e-34
200,PHASE_DISCHARGE,1800,275,4.990594608587e-35,1.439833392691e-35
200,PHASE_DISCHARGE,1800,276,1.201675365394e-36,4.594291203501e-37
200,PHASE_DISCHARGE,1800,277,2.575462432565e-38,1.234245192912e-38
200,PHASE_DISCHARGE,1800,278,4.913837431643e-40,2.853077874997e-40
200,PHASE_DISCHARGE,1800,279,8.346898763521e-42,5.742532688304e-42
200,PHASE_DISCHARGE,1800,280,1.262389941494e-43,1.013674288321e-43
200,PHASE_DISCHARGE,1800,281,1.699974847559e-45,1.576714196196e-45
200,PHASE_DISCHARGE,1800,282,1.159032861007e-43,2.942732836461e-45
200,PHASE_DISCHARGE,1800,283,7.133537195331e-42,2.449252646648e-43
200,PHASE_DISCHARGE,1800,284,3.962557582411e-40,1.761491571364e-41
200,PHASE_DISCHARGE,1800,285,1.985644735945e-38,1.125533800559e-39
200,PHASE_DISCHARGE,1800,286,8.969761505251e-37,6.442861282162e-38
200,PHASE_DISCHARGE,1800,287,3.649534317492e-35,3.304002425195e-36
200,PHASE_DISCHARGE,1800,288,1.336116620988e-33,1.513496931389e-34
200,PHASE_DISCHARGE,1800,289,4.396899482536e-32,6.173331454126e-33
200,PHASE_DISCHARGE,1800,290,1.299210257381e-30,2.236609759672e-31
200,PHASE_DISCHARGE,1800,291,3.443364393374e-29,7.186685123304e-30
200,PHASE_DISCHARGE,1800,292,8.177300113633e-28,2.046478197015e-28
200,PHASE_DISCHARGE,1800,293,1.738317761258e-26,5.163436883322e-27
200,PHASE_DISCHARGE,1800,294,3.304640748914e-25,1.154493299523e-25
200,PHASE_DISCHARGE,1800,295,5.612909744437e-24,2.288345908021e-24
200,PHASE_DISCHARGE,1800,296,8.509688607440e-23,4.022824830274e-23
200,PHASE_DISCHARGE,1800,297,1.150486938601e-21,6.275329603123e-22
200,PHASE_DISCHARGE,1800,298,1.385617533161e-20,8.690637149223e-21
200,PHASE_DISCHARGE,1800,299,1.484903020665e-19,1.068995146187e-19
200,PHASE_DISCHARGE,1800,300,1.414043234557e-18,1.168388567540e-18
200,PHASE_DISCHARGE,1800,301,1.194614409982e-17,1.135114899718e-17
200,PHASE_DISCHARGE,1800,302,8.934954435962e-17,9.805269180219e-17
200,PHASE_DISCHARGE,1800,303,5.900123250703e-16,7.532577564523e-16
200,PHASE_DISCHARGE,1800,304,3.426664841040e-15,5.147054732436e-15
200,PHASE_DISCHARGE,1800,305,1.740541013690e-14,3.128522892733e-14
200,PHASE_DISCHARGE,1800,306,7.664291351927e-14,1.691549148479e-13
200,PHASE_DISCHARGE,1800,307,2.881872241721e-13,8.134959887797e-13
200,PHASE_DISCHARGE,1800,308,8.984495253700e-13,3.479114316339e-12
200,PHASE_DISCHARGE,1800,309,2.162639699518e-12,1.322787757414e-11
200,PHASE_DISCHARGE,1800,310,3.057335725446e-12,4.469135493230e-11
200,PHASE_DISCHARGE,1800,311,-3.856376247298e-12,1.340895747801e-10
200,PHASE_DISCHARGE,1800,312,-4.643611763193e-11,3.569692648744e-10
200,PHASE_DISCHARGE,1800,313,-2.005808252418e-10,8.422155998104e-10
200,PHASE_DISCHARGE,1800,314,-6.267308473292e-10,1.758243120917e-9
200,PHASE_DISCHARGE,1800,315,-1.587627881533e-9,3.240677220841e-9
200,PHASE_DISCHARGE,1800,316,-3.395954548297e-9,5.256845883794e-9
200,PHASE_DISCHARGE,1800,317,-6.251933363210e-9,7.470125768180e-9
200,PHASE_DISCHARGE,1800,318,-1.000928547726e-8,9.232251366163e-9
200,PHASE_DISCHARGE,1800,319,-1.402078790518e-8,9.804565663689e-9
200,PHASE_DISCHARGE,1800,320,-1.724782329446e-8,8.749102610866e-9
200,PHASE_DISCHARGE,1800,321,-1.867482239439e-8,6.244053001600e-9
200,PHASE_DISCHARGE,1800,322,-1.781788981946e-8,3.063916192026e-9
200,PHASE_DISCHARGE,1800,323,-1.498622022073e-8,1.945161162261e-10
200,PHASE_DISCHARGE,1800,324,-1.110683310078e-8,-1.658458921290e-9
200,PHASE_DISCHARGE,1800,325,-7.244629734331e-9,-2.336150353997e-9
200,PHASE_DISCHARGE,1800,326,-4.149354612720e-9,-2.142047377736e-9
200,PHASE_DISCHARGE,1800,327,-2.078935420546e-9,-1.549034414848e-9
200,PHASE_DISCHARGE,1800,328,-9.055349984291e-10,-9.356636357814e-10
200,PHASE_DISCHARGE,1800,329,-3.393049728857e-10,-4.839949608052e-10
200,PHASE_DISCHARGE,1800,330,-1.072556188483e-10,-2.172136104217e-10
200,PHASE_DISCHARGE,1800,331,-2.743074793982e-11,-8.522308405438e-11
200,PHASE_DISCHARGE,1800,332,-5.041264662105e-12,-2.937017495565e-11
200,PHASE_DISCHARGE,1800,333,-3.077447762826e-13,-8.917921157588e-12
200,PHASE_DISCHARGE,1800,334,2.283281859629e-13,-2.390533111289e-12
200,PHASE_DISCHARGE,1800,335,1.263330596656e-13,-5.664303937718e-13
200,PHASE_DISCHARGE,1800,336,4.179608838114e-14,-1.187202186062e-13
200,PHASE_DISCHARGE,1800,337,1.071070974736e-14,-2.201580309126e-14
200,PHASE_DISCHARGE,1800,338,2.277756334870e-15,-3.611563351656e-15
200,PHASE_DISCHARGE,1800,339,4.136915593318e-16,-5.237587995984e-16
200,PHASE_DISCHARGE,1800,340,6.512252614371e-17,-6.707172544109e-17
200,PHASE_DISCHARGE,1800,341,8.961855258174e-18,-7.570438397762e-18
